@relation bach_choral_harmony
@attribute eventNumber numeric
@attribute pitch3 {' NO','YES'}
@attribute pitch4 {' NO','YES'}
@attribute pitch5 {' NO','YES'}
@attribute pitch6 {' NO','YES'}
@attribute pitch7 {' NO','YES'}
@attribute pitch8 {' NO','YES'}
@attribute pitch9 {' NO','YES'}
@attribute pitch10 {' NO','YES'}
@attribute pitch11 {' NO','YES'}
@attribute pitch12 {' NO','YES'}
@attribute pitch13 {' NO','YES'}
@attribute pitch14 {' NO','YES'}
@attribute bass {'A','A#','Ab','B','Bb','C','C#','D','D#','Db','E','Eb','F','F#','G','G#'}
@attribute meter numeric
@attribute class {' A#d',' A#d7',' A_d',' A_m',' A_M',' A_m4',' A_M4',' A_m6',' A_M6',' A_m7',' A_M7',' Abd',' Abm',' AbM',' B_d',' B_d7',' B_m',' B_M',' B_M4',' B_m6',' B_m7',' B_M7',' Bbd',' Bbm',' BbM',' Bbm6',' BbM7',' C#d',' C#d6',' C#d7',' C#m',' C#M',' C#M4',' C#m7',' C#M7',' C_d6',' C_d7',' C_m',' C_M',' C_M4',' C_m6',' C_M6',' C_m7',' C_M7',' D#d',' D#d6',' D#d7',' D#m',' D#M',' D_d7',' D_m',' D_M',' D_M4',' D_m6',' D_M6',' D_m7',' D_M7',' Dbd',' Dbd7',' Dbm',' DbM',' Dbm7',' DbM7',' E_d',' E_m',' E_M',' E_M4',' E_m6',' E_m7',' E_M7',' Ebd',' EbM',' EbM7',' F#d',' F#d7',' F#m',' F#M',' F#M4',' F#m6',' F#m7',' F#M7',' F_d',' F_d7',' F_m',' F_M',' F_M4',' F_m6',' F_M6',' F_m7',' F_M7',' G#d',' G#d7',' G#m',' G#M',' G_d',' G_m',' G_M',' G_M4',' G_m6',' G_M6',' G_m7',' G_M7'}
@data
129,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
130,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',5,' C_M'
131,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',3,' C_M'
132,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','C',4,' D_M'
133,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',2,' D_M'
134,'YES',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','C',3,' E_M'
135,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','B',2,' E_M'
136,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
137,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES','B',2,' A_m'
138,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_m'
139,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' A_m'
140,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',4,' F_M6'
141,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES','F',2,' F_M6'
142,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' C_M'
143,'YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','E',2,' C_M'
144,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','E',1,' C_M'
145,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES','D',5,' D_m6'
146,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' E_M'
147,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',2,' E_M'
148,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
1,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
2,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','A',2,' B_m'
3,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' E_m6'
4,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','G',2,' E_m6'
5,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',4,' F#m'
6,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','E',2,' F#m'
7,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D',3,' B_m'
8,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',2,' B_m'
9,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','YES','B',1,' B_m'
10,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',5,' E_m6'
11,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D',2,' E_m6'
12,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','YES','E',3,' F#M7'
13,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',2,' F#M7'
14,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_m'
15,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
16,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',2,' B_m'
17,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',3,' B_m'
18,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','B',2,' B_m'
19,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M7'
20,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','G',2,' A_M7'
21,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' D_M'
22,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',2,' D_M'
23,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',5,' C#d'
24,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',3,' D_M'
25,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D',2,' D_M'
26,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','D',1,' D_M'
27,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
28,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',5,' D_M'
29,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','E',2,' D_M'
30,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','D',3,' A_M'
31,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C#',2,' A_M'
32,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
33,' NO','YES','YES',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO','D',2,' D_M'
34,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M'
35,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',2,' G_M'
36,' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',5,' E_m'
37,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',2,' E_m'
38,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',3,' F#M'
39,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',2,' F#M'
40,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_m'
41,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',5,' B_m'
42,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','A',2,' B_m'
43,' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','G#',3,' C#M'
44,' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','G#',2,' C#M'
45,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',4,' F#m'
46,' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO',' NO','E',2,' F#m'
47,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','F#',3,' B_m'
48,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES','G#',2,' B_m'
49,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','A#',5,' F#M'
50,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO',' NO',' NO','YES','B',2,' F#M'
51,' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',3,' F#M4'
52,' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','F#',1,' F#M4'
53,' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO','F#',2,' F#M'
54,' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','B',4,' B_M'
1,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','D',5,' E_M7'
2,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C',4,' A_m'
3,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','B',3,' G#d'
4,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
5,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',3,' G_M'
6,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','B',2,' G_M'
7,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M'
8,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','B',2,' C_M'
9,'YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',3,' A_m6'
10,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',5,' E_M'
11,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',4,' E_M'
12,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
13,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M7'
14,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES','F',2,' G_M7'
15,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',4,' C_M'
16,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',2,' C_M'
17,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
18,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',5,' C_M'
19,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','C',2,' C_M'
20,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',3,' D_m'
21,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',2,' D_m'
22,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',4,' E_M'
23,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','D',5,' E_M7'
24,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C',4,' A_m'
25,' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES','B',3,' G#d'
26,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
27,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',3,' G_M'
28,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','YES','B',2,' G_M'
29,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M'
30,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','B',2,' C_M'
31,'YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',3,' A_m6'
32,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',5,' E_M'
33,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',4,' E_M'
34,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
35,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES','G',3,' G_M7'
36,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES','F',2,' G_M7'
37,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','E',4,' C_M'
38,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',2,' C_M'
39,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
40,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',5,' C_M'
41,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','C',2,' C_M'
42,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',3,' D_m'
43,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',2,' D_m'
44,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',4,' E_M'
45,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','C',5,' A_m'
46,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',4,' G_M'
47,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_m'
48,'YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','A',2,' A_m'
49,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',5,' G_M'
50,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' D_m'
51,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','E',2,' D_m'
52,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES','D',4,' D_m'
53,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',2,' D_m'
54,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' E_M'
55,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',5,' A_m'
56,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_m'
57,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','E',5,' E_m'
58,'YES',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','D',3,' C_M'
59,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',2,' C_M'
60,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','B',4,' G_M'
61,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES','B',2,' G_M'
62,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',3,' C_M'
63,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES','D',5,' G_M'
64,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','D',2,' G_M'
65,'YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','D',3,' D_M7'
66,'YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',2,' D_M7'
67,' NO',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','G',4,' G_M'
68,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',5,' C_M'
69,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',4,' A_M'
70,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',3,' E_M'
71,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',2,' E_M'
72,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',5,' F_M'
73,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',3,' C_M'
74,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',4,' G_m'
75,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',3,' D_m'
76,' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','G#',5,' E_M7'
77,'YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','A',3,' A_m'
78,' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES','E',4,' E_M'
1,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',5,' BbM'
2,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',3,' F_M'
3,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',4,' BbM'
4,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
5,' NO',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','G',5,' G_m7'
6,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','G',2,' G_m7'
7,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',3,' F_M'
8,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO','Bb',2,' F_M'
9,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M'
10,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','C',2,' C_M'
11,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
12,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',5,' G_m'
13,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',3,' F_M'
14,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',4,' BbM'
15,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO','Bb',2,' BbM'
16,' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',3,' EbM'
17,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','F',5,' BbM'
18,' NO',' NO','YES','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Eb',2,' BbM'
19,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
20,'YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',2,' F_M'
21,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',4,' BbM'
22,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',5,' BbM'
23,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',3,' F_M'
24,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',4,' BbM'
25,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
26,' NO',' NO',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','G',5,' G_m7'
27,' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','G',2,' G_m7'
28,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',3,' F_M'
29,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO','Bb',2,' F_M'
30,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',4,' C_M'
31,'YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','C',2,' C_M'
32,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
33,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',5,' G_m'
34,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','A',3,' F_M'
35,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',4,' BbM'
36,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES','YES',' NO','Bb',2,' BbM'
37,' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',3,' EbM'
38,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','F',5,' BbM'
39,' NO',' NO','YES','YES',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Eb',2,' BbM'
40,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
41,'YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',2,' F_M'
42,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',4,' BbM'
43,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',5,' BbM'
44,'YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','C',3,' C_m'
45,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','C',2,' C_m'
46,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',4,' D_m'
47,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO',' NO','YES','D',2,' B_d7'
48,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','YES','D',1,' B_d7'
49,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','Eb',3,' C_m'
50,'YES',' NO',' NO','YES',' NO','YES',' NO','YES',' NO',' NO',' NO',' NO','F',2,' C_m'
51,' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',5,' G_m'
52,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','F',2,' G_m'
53,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO','Eb',3,' C_m'
54,' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO',' NO','D',4,' D_M'
55,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','D',5,' BbM'
56,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','D',2,' BbM'
57,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',3,' BbM'
58,' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Eb',4,' EbM'
59,' NO',' NO','YES','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Eb',2,' EbM'
60,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',3,' F_M'
61,' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','G',5,' EbM'
62,'YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO','YES',' NO',' NO','A',2,' EbM'
63,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',3,' BbM'
64,' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO',' NO','YES',' NO','Bb',2,' BbM'
65,'YES',' NO',' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','F',4,' F_M'
66,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',5,' BbM'
67,' NO',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','Bb',2,' BbM'
68,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','Bb',3,' BbM'
69,'YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO',' NO','YES',' NO','C',4,' C_m7'
70,'YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','C',2,' C_m7'
71,' NO',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO',' NO','YES',' NO','D',3,' BbM'
72,'YES',' NO','YES',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','D',2,' BbM'
73,' NO',' NO',' NO','YES',' NO',' NO',' NO','YES',' NO',' NO','YES',' NO','Eb',5,' EbM'
74,' NO',' NO','YES',' NO',' NO','YES',' NO','YES',' NO',' NO','YES',' NO','D',2,' EbM'
75,'YES',' NO',' NO','YES',' NO',' NO',' NO',' NO',' NO','YES',' NO',' NO','C',3,' A_d'
